Algorithm: Kruskal's MST
6040 7367 6
2168 7067 6
1665 4339 6
5981 8270 6
2084 2922 6
2291 9055 6
913 2377 6
3816 8864 6
3941 8730 6
1185 1336 6
4976 7710 6
5596 7994 6
6472 9276 7
3508 9909 7
3853 5135 7
4895 5404 7
4366 7187 7
2061 5329 7
126 987 7
1003 4801 7
6272 9609 7
1895 6031 7
4199 5225 7
591 1628 7
1637 6053 7
2625 6656 7
5340 6695 7
438 4801 7
727 9952 7
3138 6785 7
1199 3241 7
1156 3239 7
436 1658 7
738 1901 7
739 1060 7
2177 9796 7
5393 7290 7
6001 9502 7
5151 5324 7
269 1315 7
6725 7774 7
4904 8015 7
2808 8348 7
1618 4605 7
2353 2488 7
6725 6780 7
1129 9837 7
2178 6043 7
3122 8617 7
1112 8565 7
2814 5403 7
3044 8459 7
7086 8154 7
1651 2758 7
3871 8792 7
3340 9074 7
2510 7707 7
6473 7665 7
4539 5333 7
1463 4538 7
5415 8786 7
2629 9743 7
3050 8124 7
4402 9937 7
9271 9852 7
7329 8860 7
12 7219 7
3746 5791 7
2907 5343 7
2349 5337 7
3347 7479 7
4874 9317 7
982 4714 7
13 652 7
4563 6771 7
697 4642 7
2158 3712 7
711 948 7
1459 2108 7
1176 2431 7
4671 6439 7
1834 4091 7
6079 8788 7
5338 8903 7
4093 6791 7
3167 7647 7
671 7946 7
5697 6454 7
68 1095 7
7082 8604 7
8857 9288 7
9 3571 7
29 117 7
2337 5652 7
2781 5968 7
117 5455 7
2280 2775 7
2602 7897 7
7947 8541 7
258 7006 7
2322 8722 7
561 5819 7
1427 6903 7
1720 2803 7
877 6572 7
133 2330 7
4280 9744 7
4696 5636 7
4001 6498 7
8434 9786 7
2162 9474 7
3823 6113 7
1699 8702 7
868 6835 7
568 3076 7
4543 5657 7
3848 6079 7
3559 4741 7
79 2307 7
4202 4914 7
4588 5739 7
3598 5578 7
144 804 7
897 3193 7
1649 5909 7
2736 7238 7
5395 7574 7
2343 6341 7
6417 7539 7
2345 7654 7
6756 9773 7
1732 6276 7
247 4649 7
313 6370 7
1973 3271 7
6245 7081 7
994 8794 7
4998 7484 7
7653 9470 7
4100 6361 7
2791 7037 7
29 7061 7
5851 7741 7
3736 8342 7
1595 8644 7
4586 7141 7
8395 9530 7
4710 5371 7
1460 7367 7
1717 9171 7
24 6316 7
8571 9861 7
417 3351 7
1125 5610 7
206 220 7
7319 7396 7
1121 3154 7
6549 7572 7
4327 7164 7
618 9273 7
2 102 7
8115 8336 7
1704 5735 7
1443 3637 7
974 2249 7
5160 9487 7
1604 1943 7
5909 7737 7
4132 8270 7
203 6651 7
1628 2854 7
1359 3042 7
1258 3974 7
1372 2759 7
8100 9763 7
4922 8675 7
5315 7175 7
189 7582 7
8279 8539 7
8277 9287 7
3469 9567 7
505 5429 7
3762 6144 7
1741 4407 7
4127 5970 7
1444 1906 7
7599 9775 7
3628 8400 7
1318 3008 7
4168 7428 7
8668 9902 7
1358 2848 7
1173 6340 7
5161 5751 7
1675 8899 7
3889 5801 7
1091 4031 7
6975 7538 7
5424 6510 7
824 5198 7
5250 9751 7
6974 9958 7
2074 8793 7
1776 8603 7
6623 9524 7
424 1119 7
178 296 7
285 6678 7
6187 9937 7
1523 3291 7
6187 7893 7
6619 9236 7
3196 9580 7
823 4859 7
3795 8950 7
3198 6626 7
3213 7955 7
7567 8276 7
4928 7849 7
2405 3806 7
3083 6487 7
5266 5923 7
2710 4512 7
832 1570 7
5181 8540 7
4136 4860 7
2710 2817 7
4614 6078 7
1124 5336 7
953 1362 7
2846 7394 7
3768 4892 7
3010 5705 7
2046 6539 7
3399 5440 7
3449 5632 7
98 9836 7
359 3714 7
1259 8590 7
416 999 7
4155 7074 7
6562 9267 7
954 6023 7
4037 4337 7
36 1725 7
3360 4325 7
6998 9898 7
806 1145 7
2258 2642 7
4739 4787 7
755 4977 7
9024 9707 7
643 9142 7
363 4894 7
106 365 7
8062 9947 7
4610 7207 7
3978 8972 7
5345 8575 7
9290 9895 7
3204 9979 7
431 5723 7
2826 4120 7
2255 8957 7
3115 6382 7
538 3541 7
6002 8464 7
340 9448 7
6322 8087 7
2360 7596 7
2078 4529 7
5243 7331 7
3790 4978 7
4458 8037 7
498 4196 7
5445 9295 7
6142 8595 7
5258 7828 7
271 3451 7
2421 5180 7
2490 2991 7
1810 3716 7
1084 1220 7
7628 8128 7
301 1024 7
1979 2344 7
9192 9430 7
1931 4072 7
527 7793 7
4933 9055 7
802 1027 7
1704 1931 7
3 9961 7
4176 7962 7
6174 6502 7
763 9090 7
3934 7517 7
4362 4578 7
1990 5382 7
4793 9842 7
3416 3862 7
5569 7892 7
4170 6542 7
1629 5505 7
613 8741 7
3109 6591 7
387 4255 7
4812 5771 7
418 997 7
8181 8441 7
2043 2677 7
1405 8712 7
3756 8970 7
6004 9674 7
6352 8097 7
5384 7558 7
5695 5827 8
3647 5912 8
4879 6928 8
1624 6915 8
9317 9498 8
4447 6301 8
2228 8178 8
3633 7576 8
5967 7968 8
1424 6079 8
4677 5278 8
3034 8502 8
676 787 8
74 4970 8
1305 4165 8
388 2074 8
2018 3098 8
2289 5392 8
1218 8169 8
3645 7241 8
3645 7839 8
290 2031 8
3283 7076 8
1922 2757 8
2597 7456 8
1801 3152 8
4470 7659 8
4472 8963 8
2694 9086 8
3172 7985 8
1218 6039 8
3619 6502 8
306 995 8
5962 7817 8
6296 8536 8
2196 3463 8
1512 3979 8
2256 6796 8
1630 1991 8
6023 9375 8
2644 7073 8
1972 2732 8
5979 6388 8
5311 6197 8
640 3925 8
8552 9791 8
3045 6147 8
265 4169 8
5705 8697 8
86 1778 8
4244 4302 8
4650 6281 8
474 566 8
1112 1772 8
107 4342 8
4278 4593 8
3610 5873 8
2631 5906 8
3613 5861 8
16 618 8
5849 9592 8
106 3909 8
268 7548 8
7042 8313 8
1712 5933 8
935 8959 8
3843 9620 8
649 903 8
1936 9286 8
4027 6508 8
4626 5616 8
1139 3402 8
5330 5475 8
3217 7261 8
2605 9270 8
98 8771 8
3939 4265 8
7062 8021 8
78 93 8
973 3166 8
973 2468 8
972 2389 8
669 891 8
1973 8901 8
622 7310 8
5974 9830 8
465 2621 8
5851 7079 8
5101 7484 8
3189 8822 8
1396 6388 8
977 3715 8
636 1085 8
2048 7397 8
4026 6418 8
2707 6307 8
635 5100 8
1700 2324 8
2933 3239 8
4258 7904 8
3628 9085 8
601 748 8
1914 2146 8
601 4045 8
4777 8562 8
6726 8303 8
740 3967 8
3796 5737 8
4833 5705 8
223 636 8
2811 3893 8
539 1029 8
1157 7547 8
372 845 8
3442 5442 8
51 4578 8
5183 8659 8
2361 7782 8
5576 7999 8
1271 7603 8
1605 5591 8
5894 6207 8
1682 4264 8
220 1703 8
2819 4560 8
219 8441 8
495 7298 8
3066 3350 8
6731 9211 8
1896 5146 8
5806 7637 8
545 8896 8
40 376 8
5458 6678 8
1404 1659 8
8369 8799 8
3506 8506 8
822 1674 8
5647 6415 8
1650 9364 8
1662 2497 8
1039 4598 8
2806 8129 8
7425 7867 8
7157 8210 8
2889 9955 8
795 2933 8
3747 8018 8
1247 5248 8
861 9521 8
4366 5586 8
5016 8607 8
211 368 8
2107 2480 8
4166 6624 8
3374 6124 8
3886 8249 8
2472 5526 8
1091 1986 8
347 3270 8
5383 9260 8
1736 3784 8
1782 7090 8
1054 9735 8
1166 5751 8
8097 8897 8
1676 2026 8
1657 8221 8
428 2594 8
4327 5247 8
46 268 8
1056 4332 8
4758 7720 8
1164 7458 8
6644 9495 8
1258 1472 8
786 8293 8
1093 1871 8
1860 2742 8
2102 7023 8
369 2987 8
1051 2539 8
218 352 8
5762 6132 8
1577 5712 8
514 663 8
3480 5225 8
7428 8366 8
5371 5662 8
5585 8313 8
784 1714 8
31 6877 8
352 2875 8
424 5620 8
8080 8772 8
4163 6127 8
7384 7420 8
369 4725 8
346 3471 8
425 1331 8
5556 9411 8
886 8246 8
2555 9541 8
1727 6432 8
3540 5464 8
2422 3080 8
1185 2300 8
4976 7493 8
1665 7173 8
240 3833 8
4795 4802 8
129 9023 8
3535 7539 8
504 8444 8
1005 7683 8
2330 4042 8
3414 6911 8
711 4998 8
2540 9056 8
6821 7252 8
6786 8471 8
4705 9217 8
3080 3140 8
68 7615 8
1875 5209 8
893 9929 8
4350 6121 8
4862 5523 8
5574 8244 8
1778 7530 8
5752 8801 8
2016 3652 8
3158 6748 8
2783 9307 8
1902 5800 8
3426 9515 8
2165 9136 8
1266 2131 8
3781 7269 8
6804 9864 8
8806 9563 8
4144 9662 8
6069 6893 8
1346 3901 8
2086 6499 8
3023 3203 8
2798 5055 8
1848 8902 8
722 9962 8
507 4143 8
4201 6846 8
2798 8053 8
723 3589 8
2148 7570 8
2093 4442 8
820 6650 8
1236 1748 8
1850 1953 8
3819 6368 8
1871 7294 8
1731 4312 8
1950 3113 8
439 2888 8
1033 2127 8
2291 7138 8
5060 9670 8
902 3995 8
8160 8485 8
714 2484 8
4097 8478 8
2759 8142 8
4794 8010 8
2089 8598 8
6778 7581 8
4224 7765 8
1175 3124 8
1722 2083 8
874 9713 8
234 395 8
1964 7432 8
450 8358 8
1365 5742 8
1763 5936 8
192 4192 8
2213 5773 9
9176 9644 9
4355 5552 9
9074 9337 9
2870 6116 9
1065 2172 9
2220 7755 9
2417 6102 9
1186 5469 9
9134 9169 9
3087 8161 9
1069 2404 9
2047 4420 9
40 8023 9
1545 8761 9
5791 8831 9
6196 7303 9
7578 8831 9
1087 1119 9
2083 6396 9
7251 8541 9
5074 5672 9
3833 8874 9
1086 4048 9
1086 2217 9
501 3672 9
5712 8676 9
6133 9401 9
2184 9675 9
64 5443 9
1943 7999 9
325 673 9
557 5170 9
2785 9846 9
6246 9290 9
2791 3241 9
3690 9581 9
1945 9317 9
2162 8805 9
1946 2614 9
8890 8937 9
1794 8699 9
7307 8661 9
4954 9776 9
1035 7256 9
3045 6561 9
2803 3631 9
986 9914 9
2904 3173 9
5602 8573 9
26 450 9
5200 7748 9
3696 8384 9
5089 5613 9
5816 8000 9
2182 6139 9
3049 7439 9
7706 9388 9
5514 9327 9
4488 5286 9
1553 9921 9
322 9344 9
477 6333 9
3693 7145 9
8741 9974 9
4961 6893 9
323 3393 9
1018 2595 9
3723 8451 9
1954 5348 9
2050 7399 9
7624 8614 9
1051 7281 9
1598 3818 9
1051 9539 9
4949 7441 9
5027 6942 9
384 5229 9
2209 3784 9
2209 8350 9
302 3227 9
4948 5272 9
1092 1682 9
3069 8684 9
370 2450 9
2833 9084 9
2113 4951 9
5795 7940 9
21 6986 9
1055 1365 9
540 1023 9
4540 6175 9
2804 7181 9
1805 2972 9
1951 7674 9
984 2974 9
5016 6403 9
1807 9042 9
3128 3337 9
2127 8794 9
5713 6634 9
5518 5519 9
1415 2151 9
2126 4695 9
7169 9013 9
4489 8322 9
1433 7906 9
5731 7399 9
597 5108 9
50 4152 9
6521 6660 9
213 320 9
3473 9570 9
1656 6028 9
1911 8210 9
120 3990 9
6076 9589 9
676 1034 9
4443 8880 9
4402 9467 9
410 7523 9
2293 5348 9
215 9669 9
2285 2721 9
903 5938 9
4435 6873 9
4412 8792 9
759 5626 9
848 5855 9
7921 8182 9
2576 6072 9
2576 5820 9
3007 6547 9
3854 6178 9
3907 7428 9
6414 8173 9
3585 5182 9
6630 7118 9
8243 8384 9
2271 5946 9
264 848 9
5957 9608 9
7472 9474 9
3891 7431 9
6374 7733 9
1659 2587 9
5910 6051 9
5552 9861 9
1658 9197 9
11 3950 9
668 2944 9
4762 5175 9
3581 3999 9
6870 8266 9
1675 8483 9
1385 6585 9
4755 5066 9
917 5175 9
1278 9763 9
8284 9416 9
4170 8886 9
3471 5166 9
716 1819 9
3911 7523 9
3500 4587 9
149 4566 9
3501 5069 9
137 6084 9
1174 6087 9
1153 4327 9
1175 9574 9
2338 7184 9
2514 8254 9
235 9188 9
1295 2040 9
2351 6249 9
1294 7538 9
229 9295 9
2522 3898 9
3335 8831 9
3524 7226 9
3328 7273 9
4837 7681 9
142 3401 9
2523 2709 9
1381 5307 9
4439 9863 9
2527 3734 9
5891 6401 9
5948 8343 9
7377 7395 9
5475 6726 9
248 325 9
1639 3922 9
3857 5337 9
401 913 9
4862 8450 9
4690 8066 9
695 7815 9
221 262 9
3548 8130 9
1987 7415 9
245 7986 9
5947 7678 9
2497 8598 9
2320 4617 9
1843 2194 9
5243 6588 9
3858 7731 9
2948 7331 9
444 1493 9
1242 5719 9
861 1636 9
436 2205 9
4796 4996 9
6346 8286 9
955 1704 9
6043 8157 9
2430 8166 9
3842 4185 9
4155 5795 9
1985 2468 9
1629 5156 9
422 452 9
4926 8031 9
6610 9785 9
185 6823 9
106 210 9
644 703 9
958 2963 9
2234 7456 9
3239 9322 9
794 6177 9
393 3403 9
1587 6085 9
620 8805 9
6585 7269 9
6603 9006 9
4392 8429 9
953 1125 9
3417 5701 9
1169 4424 9
282 2749 9
1879 2673 9
625 4365 9
1442 5076 9
2244 8160 9
5968 6703 9
189 460 9
5315 9523 9
3415 6812 9
4632 6541 9
3033 8213 9
4783 9019 9
1983 9873 9
3225 8026 9
6607 9011 9
1320 3129 9
3248 4495 9
4787 6223 9
185 2523 9
197 8989 9
5921 7891 9
266 9887 9
8602 9480 9
2926 7763 9
1 771 9
4905 7865 9
934 3297 9
108 8524 9
620 2675 9
2435 9393 9
646 1247 9
5430 9219 9
4652 7844 9
4652 8686 9
4247 6137 9
619 3107 9
6722 9620 10
3489 6630 10
5153 9496 10
5254 9833 10
7165 9593 10
1391 4891 10
1043 6785 10
361 2256 10
2420 7105 10
729 9666 10
1496 7292 10
1346 5907 10
3793 5742 10
1982 3876 10
331 788 10
1606 6246 10
6495 9095 10
806 1174 10
6598 9541 10
186 3907 10
5255 6000 10
1877 4140 10
6721 8525 10
5576 7854 10
52 124 10
4722 5369 10
1651 6094 10
1198 1694 10
3514 8680 10
55 346 10
3782 6525 10
0 23 10
2347 3253 10
4425 5168 10
4500 4572 10
6731 7735 10
6154 8317 10
5588 8770 10
2421 9442 10
2520 5191 10
1036 1896 10
5149 7564 10
418 2730 10
4190 7630 10
6468 6579 10
860 8522 10
3350 7524 10
5150 9924 10
2520 9272 10
2129 6636 10
6229 7298 10
5008 9035 10
861 4911 10
9203 9864 10
336 6920 10
5458 6787 10
1685 7299 10
1963 7077 10
3748 9069 10
6663 7498 10
833 8537 10
3890 9616 10
3775 8412 10
776 818 10
8231 9685 10
2111 6924 10
1576 7169 10
2969 6045 10
8231 8881 10
6189 6586 10
5523 6683 10
2333 9184 10
3441 4279 10
46 7086 10
2377 4243 10
9050 9634 10
823 4165 10
823 1082 10
525 7124 10
6037 7611 10
6628 9715 10
1603 4545 10
828 4660 10
3095 3797 10
829 1613 10
5583 7245 10
830 1468 10
830 3184 10
173 679 10
3003 6116 10
352 3156 10
831 7296 10
781 805 10
2074 6241 10
6550 7318 10
4359 8468 10
1675 1797 10
3100 5964 10
1489 5241 10
2123 3862 10
530 585 10
755 8032 10
3365 3488 10
2867 9343 10
6041 9749 10
3484 9836 10
157 437 10
42 528 10
9203 9295 10
5348 8647 10
3429 9128 10
1048 1150 10
1158 2276 10
1761 3092 10
156 9932 10
8035 9984 10
1196 8528 10
3416 8650 10
8314 8706 10
161 901 10
5468 6958 10
177 1256 10
416 7811 10
6676 8116 10
797 3185 10
762 9542 10
8291 8876 10
3067 4623 10
6680 9994 10
4 6151 10
1780 5577 10
9195 9475 10
5898 6617 10
759 9061 10
2406 8047 10
759 5492 10
5936 7308 10
800 3522 10
16 138 10
7884 8039 10
115 654 10
262 1785 10
3588 7198 10
114 399 10
2276 5658 10
79 235 10
2276 4166 10
4239 4647 10
6895 9053 10
5609 8652 10
928 9310 10
668 1908 10
3599 4699 10
930 6877 10
652 7197 10
2194 2477 10
1633 6900 10
5218 9249 10
6369 7104 10
2910 8722 10
985 3930 10
457 7398 10
23 4705 10
4243 4250 10
2056 6828 10
6405 7264 10
910 3675 10
3572 7525 10
4227 8481 10
2059 9138 10
4229 5125 10
7900 8468 10
13 7436 10
3696 3738 10
25 241 10
4477 7493 10
2748 3811 10
648 7007 10
580 994 10
4284 7679 10
1177 3515 10
3576 7555 10
3048 3963 10
7073 8711 10
1833 9094 10
8499 9962 10
2602 4251 10
2934 9885 10
3584 5272 10
2184 4995 10
2680 6875 10
100 3534 10
628 3276 10
2712 7311 10
5428 6450 10
297 3231 10
4623 5351 10
7764 9256 10
471 4658 10
5422 9489 10
1121 6945 10
295 4839 10
470 8135 10
601 3323 10
470 7849 10
288 581 10
5831 8716 10
1923 7154 10
7009 7473 10
4613 4728 10
614 3420 10
610 3073 10
6325 9067 10
2702 5704 10
293 7349 10
20 312 10
392 6355 10
6920 9502 10
7048 9982 10
4906 5178 10
2206 7173 10
5420 5629 10
473 3825 10
940 4028 10
1226 4021 10
1226 1332 10
2642 4139 10
85 557 10
640 2239 10
8387 8684 10
3926 6945 10
5625 8108 10
4947 9817 10
300 5280 10
1126 5377 10
6345 6697 10
18 127 10
278 3610 10
2245 7390 10
1317 5941 10
1125 8011 10
699 7386 10
1297 6106 10
3055 4474 10
3947 5270 10
2071 2510 10
2553 8845 10
4986 8950 10
701 6433 10
1974 8726 10
236 1361 10
1501 5886 10
887 8660 10
4857 9480 10
8436 8494 10
4858 9226 10
6266 9070 10
2944 3438 10
6423 8478 10
3868 6848 10
717 8429 10
3731 8724 10
1730 1973 10
3992 7097 10
237 1349 10
4441 7039 10
376 500 10
5137 8903 10
4556 4897 10
2331 8305 10
6249 9415 10
236 446 10
1730 8304 10
8624 9970 10
2542 6167 10
2545 9222 10
883 1982 10
2012 7559 10
4441 8045 10
6798 7887 10
2328 5765 10
1002 5096 10
6456 7712 10
5563 8804 10
68 5885 10
5367 9876 10
6457 6710 10
2892 5834 10
317 4215 10
2759 3281 10
4972 6198 10
3162 7228 10
6823 9821 10
1688 2997 10
8 1607 10
3950 8238 10
2757 8117 10
572 5273 10
3700 9267 10
1839 6798 10
72 3597 10
4579 6894 10
573 665 10
2293 2319 10
3285 3437 10
249 375 10
2772 4671 10
4295 9455 10
1008 5659 10
1008 4386 10
8442 8958 10
320 1088 10
2531 7430 10
1639 2092 10
3948 7533 10
319 3726 10
2342 2964 10
2017 6141 10
70 1597 10
2795 3190 10
2893 8973 10
1559 6599 11
3870 9205 11
7293 9013 11
420 9908 11
1122 6591 11
2991 7511 11
1115 4751 11
418 7898 11
2046 9359 11
5081 5866 11
489 4599 11
2010 7523 11
4366 6827 11
3948 5953 11
3869 7014 11
3888 4644 11
1375 8752 11
1773 7927 11
434 1396 11
415 5610 11
1107 9059 11
1571 7274 11
2940 9399 11
1377 7040 11
7393 7396 11
2056 4960 11
6077 7812 11
1101 4636 11
5367 9482 11
9256 9679 11
4 316 11
3022 7167 11
480 2215 11
3884 4434 11
7479 7982 11
1373 3855 11
1980 4366 11
2034 2683 11
7534 7921 11
5081 6868 11
1403 8186 11
1147 1283 11
1129 8846 11
7272 9172 11
1087 2193 11
1183 9979 11
2995 8440 11
4357 4456 11
6067 7044 11
1402 3825 11
5770 6730 11
4427 4454 11
1776 6573 11
3576 8264 11
5235 5581 11
906 9074 11
5949 7856 11
2584 8953 11
6837 8534 11
253 1250 11
2291 2907 11
916 3677 11
4064 9494 11
670 3914 11
4058 7361 11
8504 9186 11
7875 7999 11
3593 9803 11
6886 9771 11
6897 8280 11
1829 8792 11
2562 9780 11
6796 9892 11
4699 5912 11
2555 3769 11
885 9373 11
1644 9304 11
243 3150 11
4083 7514 11
132 904 11
2271 3558 11
5291 7356 11
8450 9251 11
3298 6904 11
2303 5750 11
900 6662 11
3295 5154 11
690 5572 11
1708 7055 11
6953 9616 11
2665 9924 11
3629 8936 11
1921 5113 11
625 4154 11
5212 6536 11
3631 4427 11
2695 5511 11
7807 8299 11
611 1679 11
610 3869 11
4938 7231 11
3659 7344 11
970 9292 11
296 4459 11
7024 8259 11
1631 9145 11
5704 5739 11
3606 7156 11
7845 8594 11
3245 5426 11
1916 3462 11
269 3055 11
2632 5271 11
1512 5493 11
3312 3609 11
2639 9329 11
6936 7703 11
6350 6730 11
6349 7560 11
1225 2184 11
636 3980 11
1223 8464 11
4132 8061 11
6625 8521 11
6564 8521 11
3445 6126 11
1274 8486 11
8126 8143 11
168 8733 11
2388 4782 11
2454 3759 11
2402 4568 11
4807 5700 11
3387 3555 11
3386 9607 11
6645 6937 11
4129 4248 11
3381 8968 11
1658 3528 11
1657 6237 11
801 4228 11
1480 4759 11
1268 1774 11
2422 7283 11
2423 5148 11
2411 9468 11
8200 9204 11
3415 4414 11
818 3108 11
8288 8384 11
3430 6820 11
8160 9498 11
3434 5421 11
797 9889 11
797 8832 11
8210 9787 11
5672 8089 11
142 2416 11
737 6621 11
4111 6673 11
4196 7121 11
1463 1544 11
2520 4474 11
2521 8375 11
3521 7163 11
2342 7255 11
4833 9569 11
7975 8203 11
1848 8645 11
2535 4569 11
3533 4457 11
3317 9554 11
237 3853 11
4701 6427 11
6500 9320 11
1890 4803 11
5678 9975 11
3372 6720 11
1656 2993 11
758 8475 11
8071 8108 11
6512 8174 11
220 383 11
2249 4828 11
2491 9430 11
854 7139 11
1856 7966 11
3489 4071 11
5475 7923 11
8028 8388 11
153 583 11
7084 9537 11
2125 6190 11
51 3999 11
7678 8558 11
1005 4427 11
4529 8305 11
2123 2883 11
1196 6771 11
4291 6833 11
529 5323 11
1542 5214 11
8768 9206 11
1938 2079 11
7698 8998 11
1197 1885 11
2749 5249 11
577 3187 11
5332 7207 11
994 5792 11
993 7903 11
2833 3379 11
993 5917 11
312 3151 11
3105 9930 11
2744 3300 11
310 5616 11
2191 4074 11
5354 6708 11
1022 8735 11
1731 3344 11
58 6645 11
8888 9849 11
5003 7692 11
1346 6452 11
1027 2692 11
2152 4972 11
6227 8935 11
1944 7613 11
5193 7286 11
7654 8032 11
2137 2779 11
6219 7296 11
346 3975 11
4947 6617 11
4996 8111 11
1733 9970 11
8979 9787 11
7663 9065 11
1536 6231 11
3729 9277 11
5335 9230 11
8802 9374 11
8801 8833 11
7107 8965 11
5187 8877 11
1195 2768 11
3774 6626 11
2851 6282 11
3184 4586 11
1956 8692 11
1932 6709 11
5058 6077 11
7242 7564 11
3677 8476 11
5791 8371 11
5583 6532 11
4331 8688 11
307 873 11
7053 9574 11
1194 2082 11
5048 5345 11
4501 7006 11
301 4905 11
6306 6939 11
6195 6708 11
1194 8002 11
587 1961 11
2352 2786 12
5881 9179 12
7413 8266 12
4786 6894 12
738 6590 12
6726 7225 12
868 8167 12
1779 3009 12
2857 5029 12
2414 8539 12
3900 4501 12
510 2267 12
6156 9808 12
2354 6394 12
1998 4228 12
1881 9177 12
1088 3064 12
4722 7204 12
2519 6025 12
1958 6890 12
5063 6699 12
5927 9503 12
506 5441 12
5883 9229 12
4834 9893 12
6015 7422 12
2085 2636 12
4719 5205 12
544 9397 12
2459 4789 12
1890 8792 12
845 7692 12
2474 9013 12
762 7573 12
5266 7490 12
494 7461 12
2068 2411 12
5187 8113 12
1783 9713 12
6686 8248 12
1782 7869 12
1257 3780 12
2473 3446 12
1889 3156 12
2462 4944 12
6546 7092 12
493 871 12
521 2172 12
4810 9533 12
4738 7738 12
2404 7623 12
5260 5503 12
7168 9445 12
535 4441 12
512 3789 12
6711 8839 12
433 1597 12
5057 6076 12
831 1132 12
496 6600 12
4825 8872 12
4819 8506 12
4742 5401 12
849 5163 12
6191 8989 12
2370 7241 12
1355 4813 12
1053 2831 12
7320 8527 12
1821 3651 12
4466 9306 12
1808 8414 12
1122 4795 12
4954 8050 12
1180 9585 12
2671 6758 12
5174 5946 12
2667 4192 12
7319 8521 12
1803 9634 12
2195 4682 12
2917 9247 12
2245 3607 12
1126 3742 12
950 2966 12
986 1789 12
1768 3502 12
2736 6645 12
6345 9008 12
1085 6315 12
988 2564 12
2651 3864 12
5329 5760 12
5779 9355 12
6320 8908 12
7028 7978 12
602 667 12
2717 5854 12
5101 9974 12
5776 9456 12
1815 3903 12
2912 6139 12
1216 7460 12
7014 9867 12
2914 8208 12
607 1993 12
2720 5805 12
4962 6519 12
2917 3396 12
2702 9282 12
1810 5835 12
594 6491 12
612 1564 12
613 4523 12
6332 7755 12
619 1091 12
1968 7074 12
2688 4358 12
4932 8881 12
1380 6824 12
2767 3559 12
1099 6502 12
2577 9466 12
2173 8038 12
2299 3227 12
6413 7518 12
1772 5560 12
561 3093 12
1142 9594 12
2786 3147 12
700 1425 12
5814 6241 12
480 9520 12
1023 1538 12
885 6001 12
2898 2915 12
1763 9213 12
4703 7694 12
2332 4090 12
1148 3273 12
5879 6841 12
5994 6117 12
1149 9604 12
2339 7705 12
2533 2981 12
668 3944 12
1918 3055 12
4902 8420 12
458 7562 12
7304 8804 12
2619 8354 12
2751 4209 12
6891 9876 12
927 1354 12
6876 8000 12
6872 7474 12
4575 5071 12
1766 7244 12
2149 2409 12
1913 2214 12
2176 6110 12
6385 6714 12
7089 9933 12
1102 3381 12
6390 8649 12
4675 7454 12
910 9337 12
1304 5623 12
5981 6373 12
1004 9625 12
185 3048 12
7669 8430 12
3205 8865 12
4383 6787 12
61 6708 12
1460 9936 12
408 3519 12
1558 3574 12
60 3065 12
3327 8132 12
9747 9793 12
22 6564 12
232 1706 12
315 8501 12
3330 9269 12
5519 6840 12
392 6009 12
1554 9295 12
32 133 12
5688 6619 12
9334 9687 12
160 6495 12
3141 5049 12
3005 9312 12
329 7191 12
1491 5037 12
3469 9748 12
1610 2715 12
4302 5240 12
3332 9967 12
4212 8193 12
241 3098 12
1535 3279 12
5686 8093 12
1440 1734 12
289 7617 12
239 7995 12
7666 8961 12
3754 7285 12
1473 7355 12
26 99 12
4168 8764 12
7 38 12
1676 6009 12
4397 6661 12
55 1965 12
3745 6466 12
306 7698 12
1538 9153 12
3813 6202 12
1432 8438 12
8052 9836 12
3344 8317 12
1681 4604 12
9010 9564 12
221 483 12
4191 8019 12
7710 8960 12
192 7680 12
5673 7974 12
3403 5252 12
3741 7938 12
57 2452 12
7776 8721 12
1537 5480 12
1541 8510 12
8287 8890 12
4280 7339 12
1719 5299 12
200 3230 12
3820 7388 12
8126 8939 12
3393 5257 12
1710 4235 12
7724 9601 12
256 2794 12
8548 9914 12
3612 5379 12
108 2823 12
109 8546 12
1546 2116 12
3879 6429 12
7616 8086 12
4324 8344 12
4346 6607 12
117 2202 12
1602 9247 12
4305 5686 12
5568 6609 12
4060 9631 12
8479 9098 12
346 9550 12
254 286 12
8574 9631 12
264 5829 12
9 6939 12
4373 4582 12
3660 8335 12
4038 7019 12
3056 5611 12
3632 6493 12
262 5549 12
1527 4237 12
3625 6885 12
3244 7590 12
5541 6912 12
5 1688 12
4350 6822 12
364 3040 12
4043 6711 12
383 603 12
5433 9242 12
1649 8916 12
5642 8246 12
5641 9922 12
3525 6039 12
3768 7528 12
3770 9844 12
73 1801 12
8360 9843 12
138 8445 12
342 7482 12
343 853 12
151 8343 12
3023 6959 12
1735 8071 12
4414 7359 12
17 3582 12
9335 9819 12
253 1140 12
4615 9328 13
5316 7882 13
3243 9061 13
38 1089 13
2677 3599 13
1830 4146 13
2086 4275 13
3199 4927 13
6982 9891 13
1094 4285 13
1811 3017 13
5843 9989 13
2753 5069 13
1312 7427 13
616 1990 13
4256 5786 13
7779 7830 13
636 1159 13
2653 8504 13
32 323 13
1823 4696 13
612 2777 13
1708 1767 13
4635 6489 13
37 167 13
4253 7319 13
33 3853 13
3231 8809 13
2643 6632 13
7775 8946 13
5428 7424 13
5323 5736 13
279 3113 13
2082 3644 13
529 2371 13
522 2100 13
1563 2884 13
2835 4982 13
2833 7421 13
346 7196 13
7199 7941 13
5351 5395 13
2830 6566 13
7217 7861 13
3111 6445 13
9366 9681 13
